SCF ID,Core VCF Category,Core VCF Category Description,Correlated Baseline Technical Controls,DORA RTS on ICT Risk Management Reference
BCD-02.1,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",Not Applicable,
BCD-02.2,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",Not Applicable,
BCD-02.3,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",Not Applicable,
BCD-02.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
BCD-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
BCD-03.1,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",Not Applicable,"Article 24(1)(b)(II)(1)
Article 25"
BCD-03.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
BCD-04,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",Not Applicable,Article 24(1)(b)(iv)
BCD-04.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
BCD-04.2,"Data Backup, Replication, and Recovery","VMware Live Site Recovery enables customizable business continuity and disaster recovery (BC/DR) management in VMware Cloud Foundation (VCF), either on an ad-hoc basis or part of a pre-existing playbook/runbook. The platform supports granular recovery time and point objectives (RTO/RPO) configurable at the object level. Organizations can perform non-disruptive BC/DR testing through VMware Live Site Recovery and VMware NSX integration.
The platform integrates with third-party storage replication solutions and backup providers through standardized APIs, while supporting flexible network connectivity options to meet data transfer requirements.
VMware HCX and the core VCF platform also offer data mobility and replication options, both locally and to remote targets.",,
BCD-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 24(1)(b)(v)
Article 26(2)"
BCD-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
BCD-07,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
BCD-08,Redundancy and Failover,"VMware Cloud Foundation (VCF) enables distributed computing across multiple sites through integrated availability features. The platform leverages VMware High Availability, Fault Tolerance, and Proactive HA for workload protection and outage prevention. VMware vMotion and VMware HCX offer workload mobility, both local and to remote targets. Additional resilience features include VMware vSAN Stretched Clusters, VMware Live Site Recovery, and VMware NSX multi-site networking. The platform implements redundancy and failover mechanisms across compute, storage, and network components to maintain workload availability and data protection. Sites and systems can be designed to be managed together, or independently.",,
