SCG ID,Product,Product Version,Component,Component Version,Feature/Function,Implementation Priority,Description/Title,Discussion,Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,Potential Functional Impact if Default Value is Changed,PowerCLI Command Assessment,PowerCLI Command Remediation Example,Audited in SCG Tools?,Remediated in SCG Tools?,DISA STIG Mapping,DISA STIG Requirement,DISA STIG Control Exceeds Baseline?,PCI DSS 4.0 Mapping,PCI DSS 4.0 Requirement,PCI DSS 4.0 Control Exceeds Baseline?,VCF Compatible,,,,,,,
vcenter-8.network-reject-forged-transmit-dvportgroup,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",All distributed switches and their port groups must be configured to reject forged transmits.,"A virtual machine can impersonate network adapters by changing MAC addresses, posing security threats. By setting the Forged Transmits option to Reject on all distributed switches and port groups, ESXi verifies MAC addresses and prevents such impersonation.",N/A,Reject,Reject,YES,Audit,Distributed Switch Port Group Settings,Some workloads do legitimately use these network tactics and will be negatively affected by the defaults/desired state.,"Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false",TRUE,TRUE,VCSA-80-000268,Reject,NO,1.4.3,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-reject-mac-changes-dvportgroup,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",All distributed switches and their port groups must be configured to reject guest MAC address changes.,"Allowing virtual machines to change MAC addresses poses security risks, enabling potential network adapter impersonation. Rejecting MAC changes on all distributed switches and port groups prevents this, but may impact certain applications like Microsoft Clustering or MAC address-dependent licensing. Exceptions should be made as necessary.",N/A,Reject,Reject,YES,Audit,Distributed Switch Port Group Settings,Some workloads do legitimately use these network tactics and will be negatively affected by the defaults/desired state.,"Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false",TRUE,TRUE,VCSA-80-000269,Reject,NO,1.4.3,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-reject-promiscuous-mode-dvportgroup,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.,"Enabling promiscuous mode on a port group allows all connected virtual machines to read all network packets, posing a potential security risk. Although sometimes necessary for debugging or monitoring, the default setting - reject - is recommended. Exceptions can be made for specific port groups as required.",N/A,Reject,Reject,YES,Audit,Distributed Switch Port Group Settings,Some workloads do legitimately use these network tactics and will be negatively affected by the defaults/desired state.,"Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false
Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false",TRUE,TRUE,VCSA-80-000270,Reject,NO,1.4.5,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-reset-port,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",The vCenter Server must reset port configuration when virtual machines are disconnected.,"When a virtual machine is disconnected from the virtual switch port it is desirable to reset the port configuration, so that another virtual machine that attaches has a port in a known state.",N/A,Enabled,Enabled,YES,Audit,Distributed Switch Settings,None,(Get-VDPortgroup -Name $VDPG).ExtensionData.Config.Policy | Select-Object -ExpandProperty PortConfigResetAtDisconnect,"$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View 
$ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec
$ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
$ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy
$ConfigSpec.Policy.PortConfigResetAtDisconnect = $true
$ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion
$VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)",TRUE,TRUE,VCSA-80-000302,Enabled,NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-restrict-discovery-protocol,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P1
Upon Feature Enablement",The vCenter Server must deactivate CDP/LLDP on distributed switches unless used intentionally.,"vSphere Distributed Virtual Switch can engage in CDP or LLDP, potentially sharing sensitive unencrypted information, like IP addresses and system names, on the network. As it can aid adversaries in understanding or impersonating your environment, However, it is also extremely helpful for legitimate use cases. It is recommended to keep it deactivated unless necessary for troubleshooting or configuration validation.",N/A,listen,none,NO,Modify,Distributed Switch Settings,None,(Get-VDSwitch -Name $VDS).ExtensionData.config.LinkDiscoveryProtocolConfig | Select-Object -ExpandProperty Operation,"$VDview = Get-VDSwitch -Name $VDS | Get-View
$ConfigSpec = New-Object VMware.Vim.VMwareDVSConfigSpec
$ConfigSpec.LinkDiscoveryProtocolConfig = New-Object VMware.Vim.LinkDiscoveryProtocolConfig
$ConfigSpec.LinkDiscoveryProtocolConfig.Protocol = 'cdp'
$ConfigSpec.LinkDiscoveryProtocolConfig.Operation = 'none'
$ConfigSpec.ConfigVersion = $VDview.Config.ConfigVersion
$VDview.ReconfigureDvs_Task($ConfigSpec)",TRUE,TRUE,VCSA-80-000299,none,NO,1.4.5,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-restrict-netflow-usage,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.,"vSphere Distributed Switch can export unencrypted NetFlow data, revealing details about virtual network and traffic patterns. It is essential to verify that NetFlow usage is authorized and correctly configured to prevent information leaks.",N/A,Not Configured,Not Configured,YES,Audit,Distributed Switch Settings,Legitimate network monitoring tools may require this functionality.,"(Get-VDSwitch -Name $VDS).ExtensionData.config.IpfixConfig.CollectorIpAddress | Select-Object -ExpandProperty CollectorIpAddress

(Get-VDPortgroup -Name $VDPG).ExtensionData.Config.DefaultPortConfig.IpfixEnabled | Select-Object -ExpandProperty Value","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View 
$ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec
$ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
$ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy
$ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false
$ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false
$ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion
$VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)",TRUE,TRUE,VCSA-80-000271,Not Configured,NO,1.4.5,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-restrict-port-level-overrides,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement","The vCenter Server must not override port group settings at the port level on distributed switches, except for block ports.","While port-level configuration overrides may be needed for unique VM setups, they must be closely monitored to prevent unauthorized use. Unmonitored overrides could allow broader access if a less secure Distributed Switch configuration is exploited.",N/A,"Block Ports Override: TRUE
All Other Overrides: FALSE","Block Ports Override: TRUE
All Other Overrides: FALSE",YES,Audit,Distributed Switch Port Group Settings,None,(Get-VDPortgroup -Name $VDPG).ExtensionData.Config.Policy,"$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View 
$ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec
$ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
$ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy
$ConfigSpec.Policy.UplinkTeamingOverrideAllowed = $false
$ConfigSpec.Policy.BlockOverrideAllowed = $true
$ConfigSpec.Policy.LivePortMovingAllowed = $false
$ConfigSpec.Policy.VlanOverrideAllowed = $false
$ConfigSpec.Policy.SecurityPolicyOverrideAllowed = $false
$ConfigSpec.Policy.VendorConfigOverrideAllowed = $false
$ConfigSpec.Policy.ShapingOverrideAllowed = $false
$ConfigSpec.Policy.IpfixOverrideAllowed = $false
$ConfigSpec.Policy.TrafficFilterOverrideAllowed = $false
$ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion
$VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)",TRUE,TRUE,VCSA-80-000301,"Block Ports Override: TRUE
All Other Overrides: FALSE",NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-restrict-port-mirroring,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",The vCenter Server must remove unauthorized port mirroring sessions on distributed switches.,"vSphere Distributed Switch can mirror traffic between ports, enabling traffic observation. To maintain security, any unauthorized port mirroring sessions on distributed switches must be promptly removed.",N/A,Not Configured,Not Configured,YES,Audit,Distributed Switch Settings,None,(Get-VDSwitch -Name $VDS).ExtensionData.config.VspanSession,N/A,TRUE,FALSE,VCSA-80-000300,Not Configured,NO,1.4.5,N/A,N/A,TRUE,,,,,,,
vcenter-8.network-vgt,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",The vCenter Server must restrict the use of Virtual Guest Tagging (VGT) on Distributed Switches.,"Setting a port group to VLAN 4095 allows Virtual Guest Tagging (VGT), requiring the VM to process VLAN tags. This should only be enabled for VMs authorized and equipped to manage VLAN tags, as inappropriate use can cause service denial or unauthorized VLAN traffic interaction.",N/A,Not Configured,Not Configured,YES,Audit,Distributed Switch Port Group Settings,None,"Get-VDPortgroup -Name $VDPG | Where {$_.ExtensionData.Config.Uplink -ne ""True""} | Select Name,VlanConfiguration","Get-VDPortgroup $VDPG | Set-VDVlanConfiguration -VlanId ""<New VLAN#>""",TRUE,FALSE,VCSA-80-000273,Not Configured,NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.supported,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,vCenter Server is a version that has not reached End of General Support status.,Ensure that vCenter Server is of a version that has not reached End of General Support status.,Product Version & Build Number,N/A,N/A,YES,Audit,vCenter Server Virtual Appliance Management Interface,None,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,6.3.3,N/A,N/A,TRUE,,,,,,,
vcenter-8.tls-profile,VMware vSphere,8,VMware vCenter,8.0.3,Base,P0,The vCenter Server must maintain confidentiality and integrity of transmissions by enabling modern TLS ciphers.,"In vCenter Server 8.0.3 and newer, TLS profiles are available to configure client and server TLS settings to use only strong ciphers.

To view the current settings, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the GET call and click Execute.

To update this parameter, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the PUT call and enter the following in the value box:

{
    ""profile"": ""NIST_2024""
}

Click Execute to configure a new global TLS profile. The vCenter Server will restart services after setting this parameter, disconnecting clients.",N/A,COMPATIBLE,NIST_2024,NO,Modify,vSphere Client Developer Center,Changes to cipher suites impact connectivity with external systems.,N/A (Use API Explorer method in Discussion),N/A (Use API Explorer method in Discussion),TRUE,FALSE,VCSA-80-000009,NIST_2024,NO,"2.2.7
4.2.1
8.3.2",N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-access-ssh,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P2,The vCenter Server SSH service must be deactivated.,"vCenter Server, delivered as an appliance, is intended for management via VAMI, vSphere Client, and APIs. While SSH is a support tool, it should be deactivated unless required, except for vCenter Server High Availability (not vSphere HA!) which necessitates its use.","VAMI, SSH Login",Deactivated,Deactivated,YES,Audit,vCenter Server Virtual Appliance Management Interface,None,"(Get-CisService -Name ""com.vmware.appliance.access.ssh"").get()","(Get-CisService -Name ""com.vmware.appliance.access.ssh"").set($false)",TRUE,TRUE,VCSA-80-000303,Deactivated,NO,N/A,N/A,N/A,FALSE,,,,,,,
vcenter-8.vami-administration-password-expiration,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P0,The vCenter Server root account password expiration must be configured appropriately.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) indicates that with adequate password entropy, security is not improved by arbitrarily requiring users to change their passwords at certain intervals. Many automated security tools and regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.","VAMI, Password Expires",Yes,No,NO,Modify,vCenter Server Virtual Appliance Management Interface,Failure to reset the password before the expiration means that recovery procedures will be necessary.,"(Get-CisService -Name ""com.vmware.appliance.local_accounts.policy"").get() | Select-Object -ExpandProperty max_days","(Get-CisService -Name ""com.vmware.appliance.local_accounts.policy"").set(@{max_days=-1})",FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-backup,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P0,Configure File-Based Backup and Recovery to a secure location unless alternate backup methods are in use.,"File-Based Backup and Recovery, which allows vCenter Server and configuration recovery via the vCenter Server installer, plays a crucial role in safeguarding your environment. It should be appropriately configured. Because this backup method contains information about privileged access to the vSphere cluster it should always be stored securely.","VAMI, Backup",Not Configured,Configured,NO,Modify,vCenter Server Virtual Appliance Management Interface,None,"(Get-CisService -Name ""com.vmware.appliance.recovery.backup.schedules"").list()",N/A,FALSE,FALSE,VCSA-80-000292,Configured,NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-firewall-restrict-access,VMware vSphere,8,VMware vCenter,8.0.3,Base,P0,The vCenter Server must configure the firewall to only allow traffic from authorized networks.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and helping to prevent unauthorized access to the system. Note that outgoing/egress traffic is not blocked, nor are related/established connections, so vCenter Server will still be able to communicate with systems where it initiates the connection. Perimeter firewalls should be used to curtail those types of connections.",N/A,Connections allowed from any IP address,Connections allowed only from authorized infrastructure and administration workstations,NO,Modify,VAMI ,"Loss of connectivity. Ensure that you configure an allow rule for yourself prior to configuring a ""deny all"" rule.","(Get-CisService -Name ""com.vmware.appliance.networking.firewall.inbound"").get()",N/A,FALSE,FALSE,N/A,N/A,N/A,"1.3.1
1.4.1
1.4.2
1.4.4",N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-syslog,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P0,Configure a remote log server for the vCenter Server.,Remote logging to a central host enhances vCenter Server's security by storing logs securely. It simplifies monitoring across hosts and supports aggregate analysis for detecting coordinated attacks. Centralized logging prevents tampering and serves as a reliable long-term audit record.,"VAMI, Syslog",Not Configured,Site-Specific Log Server,NO,Modify,vCenter Server Virtual Appliance Management Interface,None,"(Get-CisService -Name ""com.vmware.appliance.logging.forwarding"").get()",N/A,TRUE,FALSE,VCSA-80-000148,Site-Specific Log Server,NO,"10.2.1
10.3.3",N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-time,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P0,vCenter Server must have reliable time synchronization sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics heavily rely on synchronized time. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources, as having one source is preferable to having two.","VAMI, Time",Undefined,"Site-Specific or:
0.vmware.pool.ntp.org,
1.vmware.pool.ntp.org,
2.vmware.pool.ntp.org,
3.vmware.pool.ntp.org",NO,Audit,vCenter Server Virtual Appliance Management Interface,None,"(Get-CisService -Name ""com.vmware.appliance.timesync"").get()
(Get-CisService -Name ""com.vmware.appliance.ntp"").get()","(Get-CisService -Name ""com.vmware.appliance.timesync"").set(""NTP"")
(Get-CisService -Name ""com.vmware.appliance.ntp"").set(""0.vmware.pool.ntp.org,1.vmware.pool.ntp.org,2.vmware.pool.ntp.org,3.vmware.pool.ntp.org"")",TRUE,FALSE,VCSA-80-000158,"Site-Specific or:
0.vmware.pool.ntp.org,
1.vmware.pool.ntp.org,
2.vmware.pool.ntp.org,
3.vmware.pool.ntp.org",NO,"10.6.1
10.6.2",N/A,N/A,TRUE,,,,,,,
vcenter-8.vami-updates,VMware vSphere,8,VMware vCenter,8.0.3,VAMI,P0,vCenter Server has all software updates installed.,"By keeping vCenter Server patches up to date, vulnerabilities can be mitigated. It is important to note that educated attackers can exploit known vulnerabilities when attempting to gain unauthorized access or elevate privileges.

When applying updates, it is recommended to update vCenter Server first, if an update is available, and then proceed with updating ESXi. This sequence ensures that the management layer is updated before updating the ESXi hosts.",Product Version & Build Number,N/A,N/A,NO,Modify,vCenter Server Virtual Appliance Management Interface,None,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,6.3.3,N/A,N/A,TRUE,,,,,,,
vcenter-8.vpxuser-rotation,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,The vCenter Server must configure the vpxuser password to be rotated on an appropriate interval.,Ensures that the vCenter Server is properly rotating the password it automatically sets on the ESXi hosts.,VirtualCenter.VimPasswordExpirationInDays,30,30,YES,Audit,vCenter Server Advanced Settings,None,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays | Set-AdvancedSetting -Value 30,TRUE,TRUE,VCSA-80-000275,30,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.deactivate-console-copy,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have console copy operations deactivated.,"Deactivating console copy operations on virtual machines prevents data copying between the VM and the local client, regardless of whether the user is accessing through Web Console, VMRC, or another method.",isolation.tools.copy.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.copy.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.copy.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000189,TRUE,NO,3.4.2,N/A,N/A,TRUE,,,,,,,
vm-8.deactivate-console-paste,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have console paste operations deactivated.,"By disabling console paste operations on virtual machines, data transfer from the local client to the VM is blocked, whether the user is using Web Console, VMRC, or another console.",isolation.tools.paste.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.paste.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.paste.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000192,TRUE,NO,3.4.2,N/A,N/A,TRUE,,,,,,,
vm-8.deactivate-disk-shrinking-shrink,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have virtual disk shrinking operations deactivated.,Disabling virtual disk shrinking on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,isolation.tools.diskShrink.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.diskShrink.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskShrink.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000193,TRUE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.deactivate-disk-shrinking-wiper,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have virtual disk wiping operations deactivated.,Disabling virtual disk wiping on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,isolation.tools.diskWiper.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.diskWiper.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskWiper.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000194,TRUE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.deactivate-non-essential-3d-features,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have 3D graphics features deactivated when not required.,"Turning off 3D graphics features on virtual machines that don't need them reduces potential attack vectors, enhancing overall system security.",mks.enable3d,FALSE,FALSE,YES,Audit,VM Advanced Parameters,GPU and Virtual Desktops may require this functionality.,Get-VM -Name $VM | Get-AdvancedSetting mks.enable3d,Get-VM -Name $VM | Get-AdvancedSetting mks.enable3d | Set-AdvancedSetting -Value $false,TRUE,TRUE,VMCH-80-000202,FALSE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.dvfilter,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,"Virtual machines must limit access through the ""dvfilter"" network Application Programming Interface (API).","The dvFilter interface is used by tools like NSX to filter and inspect network traffic. Other tools may use it, too. Ensure that those tools are authorized.",ethernet*.filter*.name,Not Present,Not Present,YES,Audit,VM Advanced Parameters,"Legitimate network tools, including NSX, may require this functionality.","Get-VM -Name $VM | Get-AdvancedSetting ""ethernet*.filter*.name*""","Get-VM -Name $VM | Get-AdvancedSetting ""ethernet*.filter*.name*"" | Remove-AdvancedSetting",TRUE,FALSE,VMCH-80-000200,Not Present,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.efi-boot-types,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,Advanced,Virtual machines must prevent booting from unauthorized sources. ,"Unauthorized access to a virtual machine may occur when its primary boot volume is unavailable, and the EFI firmware seeks alternative boot sources, such as network boot. This can be mitigated through network controls, as well as with the advanced parameters bios.bootDeviceClasses, bios.bootOrder, and bios.hddOrder.

bios.bootDeviceClasses has the format ""allow:XXXX"" or ""deny:XXXX"" where XXXX is a comma-delimited list of boot classes. Boot classes are net (network PXE boot), usb (from attached USB devices), pcmcia (PCMCIA expansion cards, not used nowadays), cd (from attached virtual CD/DVD devices), hd (from attached virtual hard disks), fd (from attached virtual floppy devices), reserved (from unknown devices), efishell (into the EFI shell), all, or any (same as all).

Use of allow or deny also implicitly states the opposite. For example, deny:all disallows all boot, deny:net disallows network boot but allows all others, allow:hd allows only hd boot denies all others, allow:hd,cd allows hd then cd device boot and denies all others.

New virtual machines may require CD/DVD boot, and some dynamic environments, such as labs, may use network boot, and those environments should be set accordingly and have the rationale documented.",bios.bootDeviceClasses,allow:all,"allow:hd
once the guest OS is installed",NO,Modify,VM Advanced Parameters,"The virtual machine will no longer be able to boot from unspecified sources, which may negatively impact situations where PXE boot or recovery media is required. However, the parameter is easily changed at scale through PowerCLI. An alternate approach is to specify denied methods, such as ""deny:net""",Get-VM -Name $VM | Get-AdvancedSetting bios.bootDeviceClasses,"Get-VM -Name $VM | Get-AdvancedSetting bios.bootDeviceClasses | Set-AdvancedSetting -Value ""allow:hd""",TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.ft-encrypted,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P1,Virtual machines must require encryption for Fault Tolerance.,"Requiring encryption for Fault Tolerance in VMs ensures secure data transmission. While the default 'opportunistic' encryption likely results in encryption due to ubiquitous AES-NI support in vSphere-compatible hardware, enforcing 'required' encryption guarantees no unencrypted operations.",VM Configuration,ftEncryptionOpportunistic,ftEncryptionRequired,NO,Modify,VM Settings,None,(Get-VM -Name $VM).ExtensionData.Config.FtEncryptionMode,"$VMview = Get-VM -Name $VM | Get-View 
$ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec
$ConfigSpec.FtEncryptionMode = New-object VMware.Vim.VirtualMachineConfigSpecEncryptedFtModes
$ConfigSpec.FtEncryptionMode = ""ftEncryptionRequired"" 
$VMview.ReconfigVM_Task($ConfigSpec)",TRUE,TRUE,VMCH-80-000204,ftEncryptionRequired,NO,"2.2.7
4.2.1",N/A,N/A,TRUE,,,,,,,
vm-8.isolation-device-connectable-deactivate,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,"Virtual machines must prevent unauthorized removal, connection and modification of devices.","Preventing unauthorized device modifications in virtual machines blocks non-admin users or processes from connecting, disconnecting, or adjusting device settings. This measure curbs unauthorized access and operation disruption, reducing denial of service risks, as well as some avenues for exfiltrating data.",isolation.device.connectable.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.device.connectable.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.device.connectable.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000197,TRUE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.isolation-tools-dnd-deactivate,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must have console drag and drop operations deactivated.,"Deactivating drag and drop operations in a virtual machine's console stops users from transferring data between the VM and the local client, regardless of the console type, enhancing data security.",isolation.tools.dnd.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.dnd.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.dnd.disable | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000191,TRUE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.limit-console-connections,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P0,Virtual machines must limit console sharing.,"Limiting VM console sharing to one user prevents multiple observers, enhancing security. However, this might inadvertently create a potential pathway for service denial.",RemoteDisplay.maxConnections,-1,1,NO,Modify,VM Advanced Parameters,"May create a denial-of-service condition where the console is unusable because someone is connected, or a disconnected console session persists. Other products, such as VMware Cloud Director, may require this set to a greater value.",Get-VM -Name $VM | Get-AdvancedSetting RemoteDisplay.maxConnections,Get-VM -Name $VM | Get-AdvancedSetting RemoteDisplay.maxConnections | Set-AdvancedSetting -Value 1,TRUE,TRUE,VMCH-80-000195,1,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.limit-setinfo-size,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must limit informational messages from the virtual machine to the VMX file.,Limiting VM informational messages to the VMX file prevents it from exceeding its default size of 1MB. This control prevents potential denial of service situations that could arise if the datastore becomes full.,tools.setInfo.sizeLimit,1048576,1048576 or Undefined,YES,Audit,VM Advanced Parameters,None,Get-VM -Name $VM | Get-AdvancedSetting tools.setInfo.sizeLimit,Get-VM -Name $VM | Get-AdvancedSetting -Name tools.setInfo.sizeLimit | Remove-AdvancedSetting,TRUE,TRUE,VMCH-80-000196,1048576,NO,N/A,N/A,N/A,TRUE,,,,,,,
vm-8.log-enable,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P2,Virtual machines must enable diagnostic logging.,Diagnostic logging for virtual machines helps with forensics and troubleshooting.,Enable Logging,TRUE,TRUE,YES,Audit,VM Settings,None,"Get-VM -Name $VM | Where {$_.ExtensionData.Config.Flags.EnableLogging -ne ""True""}","$VMview = Get-VM -Name $VM | Get-View 
$ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec
$ConfigSpec.Flags = New-Object VMware.Vim.VirtualMachineFlagInfo
$ConfigSpec.Flags.EnableLogging = $true
$VMview.ReconfigVM_Task($ConfigSpec)",TRUE,TRUE,VMCH-80-000207,TRUE,NO,10.5.1,"12 months, with
3 immediately available",YES,TRUE,,,,,,,
