ID,Category,Component,Component Display,Username / Identity,UID,Type,Tier,Purpose,Security Methods,Integrity Checks,Privileged Modifier Accounts,Privileged Modifier Controls,Access Methods,Authentication Mechanisms,Operations,Objects Controlled,Privilege Notes,Auth Log Path,Auth Log Signatures,Credential Modification Log Path,Anomaly Detection Method,SIEM auditID Filter Set,Vault-Integrated
VMSP-INV-002,Account,vmsp,VCF Management Services (VCFMS),vmsp-upgrade-operator,N/A,K8s-ServiceAccount,3,Used by vmsp-upgrade-operator controller to connect to K8s API server + node-agent at ${NODEIP}:5480,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: vmsp-upgrade-operator controller,K8s projected ServiceAccount token,,Connects to: K8s API server + node-agent at ${NODEIP}:5480,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-003,Account,vmsp,VCF Management Services (VCFMS),vmsp-identity,N/A,K8s-ServiceAccount,3,"Used by vmsp-identity-auth-service to connect to K8s API server (webhook), external OAuth providers (runtime-configured)",Credential stored in: K8s projected token + runtime-injected Secret (JWT signing key),,,,Accessed by: vmsp-identity-auth-service,Kubernetes JWT (projected ServiceAccount token); Runtime-injected credential (deployment-time),ClusterRole: admission webhook tokenreviews/subjectaccessreviews. JWT issuing via auth service on :3001.,"Connects to: K8s API server (webhook), external OAuth providers (runtime-configured)",,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-005,Account,vmsp,VCF Management Services (VCFMS),volume-resize,N/A,K8s-ServiceAccount,3,Used by vmsp-scripts volume-resize Job to connect to K8s API server,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: vmsp-scripts volume-resize Job,K8s projected ServiceAccount token,ClusterRole: get/list/patch/create/delete on StatefulSets; list/get/patch on PVCs and PackageDeployments; secrets: get; delete on Loggings/EventTailers.,Connects to: K8s API server,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-006,Account,vmsp,VCF Management Services (VCFMS),support-bundle,N/A,K8s-ServiceAccount,3,Used by support-bundle operator to connect to K8s API server (cluster-wide read),Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: support-bundle operator,K8s projected ServiceAccount token,ClusterRole: broad read access for diagnostics collection (pods; events; logs; configmaps).,Connects to: K8s API server (cluster-wide read),,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-007,Account,vmsp,VCF Management Services (VCFMS),vmsp-argo-workflow,N/A,K8s-ServiceAccount,3,Used by Argo Workflow engine (support-bundle workflow execution) to connect to K8s API server + Argo Workflow API,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: Argo Workflow engine (support-bundle workflow execution),K8s projected ServiceAccount token,Argo Workflow RBAC (list/create/watch Workflows),Connects to: K8s API server + Argo Workflow API,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-008,Account,vmsp,VCF Management Services (VCFMS),logcopier,N/A,K8s-ServiceAccount,3,Used by Log-copier DaemonSet to connect to K8s API server (pod logs),Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: Log-copier DaemonSet,K8s projected ServiceAccount token,Role: read pod logs in vmsp-platform namespace,Connects to: K8s API server (pod logs),,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-009,Account,vmsp,VCF Management Services (VCFMS),metadata-service,N/A,K8s-ServiceAccount,3,Used by metadata-service on :9001 to connect to K8s API server,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: metadata-service on :9001,K8s projected ServiceAccount token,Role: configmap/secret read in namespace (inferred from RoleBinding),Connects to: K8s API server,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-010,Account,vmsp,VCF Management Services (VCFMS),ndc-controller-manager,N/A,K8s-ServiceAccount,3,Used by ndc (Node Diagnostic Controller) to connect to K8s API server (node resources),Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: ndc (Node Diagnostic Controller),K8s projected ServiceAccount token,ClusterRole: node diagnostics (get/list nodes; pods; events) + leader-election Role,Connects to: K8s API server (node resources),,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-011,Account,vmsp,VCF Management Services (VCFMS),vmsp-tunnel,N/A,K8s-ServiceAccount,3,Used by vmsp-tunnel service to connect to K8s API server,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: vmsp-tunnel service,K8s projected ServiceAccount token,Minimal (tunnel management),Connects to: K8s API server,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-012,Account,vmsp,VCF Management Services (VCFMS),vmsp-hooks,N/A,K8s-ServiceAccount,3,Used by vmsp-hooks webhook handler + log config to connect to K8s API server,Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: vmsp-hooks webhook handler + log config,K8s projected ServiceAccount token,Hooks Role (create/watch Events) + logconfig ClusterRole,Connects to: K8s API server,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-INV-013,Account,vmsp,VCF Management Services (VCFMS),vmsp-cluster,N/A,K8s-ServiceAccount,3,Used by Cluster lifecycle management to connect to K8s API server (Cluster API resources),Credential stored in: K8s projected ServiceAccount token,,,,Accessed by: Cluster lifecycle management,K8s projected ServiceAccount token,ClusterRole: Cluster API CRUD,Connects to: K8s API server (Cluster API resources),,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-SEC-001,Object,vmsp,VCF Management Services (VCFMS),JWT signing key (runtime),N/A,Signing key,,Used by vmsp-identity-auth-service to connect to Issues JWTs consumed by all VMSP services,Credential stored in: K8s Secret (mechanism unconfirmed in source),,,,Accessed by: vmsp-identity-auth-service,Kubernetes Secret,Sign/verify all VMSP JWTs,Connects to: Issues JWTs consumed by all VMSP services,,,,,,serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create,Not applicable
VMSP-SEC-002,Object,vmsp,VCF Management Services (VCFMS),Node-agent TLS client certificate,N/A,Certificate,,Used by vmsp-upgrade-operator to connect to vmsp-agent at node:5480,"Credential stored in: TLS cert, source unclear (may be cluster CA-issued)",,,,Accessed by: vmsp-upgrade-operator,"TLS cert, source unclear (may be cluster CA-issued)",Authenticate upgrade operator to node-agent,Connects to: vmsp-agent at node:5480,,,,,,serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create,Not applicable
VMSP-OS-001,Account,vmsp,VCF Management Services (VCFMS),vmware-system-user,System-assigned,OS,1,Built-in OS service user for VCF Management Services Platform (VMSP). Integrates VMSP runtime environment services and orchestration platform user profiles into the VCF Operations Fleet Management pipeline. Fully managed in VCF 9.1.,Password managed by VCF Operations Fleet Management Engine.; CyberArk vault integration supported.,VCF Operations monitors status.,VCF Operations admin.,Password rotation via VCF Operations Fleet Management API.,"Internal VMSP platform operations only, not exposed externally.",VCF Operations API (programmatic).,VMSP internal environment services orchestration.,VMSP runtime environment.,"Tier 1, Yes/Yes/Yes. Listed in Section 2 OOTB Integration Matrix under VCF Management Services.",,,VCF Operations audit log,Monitor for unexpected service operations under this identity.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",Yes
SDDCM-SVC-003,Account,sddc-manager,SDDC Manager,svc-sddc-manager-<hostname>-nsx-vip-<hostname>-<uid>,N/A,InterComponent,2,Inter-component service account used by SDDC Manager to communicate with NSX Manager VIP during network domain creation and management.,System-managed rotation every 30 days by default (90-day password expiration window).,SDDC Manager tracks credential state and updates its local credential store.,SDDC Manager admin,Fully automated system rotation every 30 days.,NSX Manager REST API (HTTPS port 443).,Username and password.,"NSX Manager transport node setup, edge cluster configuration, overlay network orchestration.",NSX Manager management plane objects.,Tier 2 inter-component. Not externally accessible.,/var/log/vmware/vcf/operationsmanager/operationsmanager.log,PasswordAudit:Received request for credentials lookup,/var/log/vmware/vcf/operationsmanager/audit/password-events/audit-events.log,Monitor for unexpected NSX network domain modifications or authentication failures.,account.login; account.login.failed; credential.update,No (platform-managed)
SDDCM-SVC-004,Account,sddc-manager,SDDC Manager,svc-sddc-manager-<sddc-hostname>-hcx-<hcx-hostname>,N/A,InterComponent,2,Inter-component service account used by SDDC Manager to communicate with HCX Appliance during advanced service deployment.,Password produced via vCenter SSO and managed against standard programmatic calendar tasks.,SDDC Manager tracks credential metadata in its credential store.,"SDDC Manager admin, vCenter SSO admin",Fully automated scheduled rotation via SDDC Manager orchestration.,Internal SDDC Manager to HCX Manager REST API (HTTPS port 443).,Username and password.,"HCX appliance registration, activation, and management during workload domain expansion.",HCX Manager configuration objects.,Tier 2 inter-component. Not externally accessible.,/var/log/vmware/vcf/operationsmanager/operationsmanager.log,PasswordAudit:Received request for credentials lookup,/var/log/vmware/vcf/operationsmanager/audit/password-events/audit-events.log,Monitor for unexpected HCX management operations or authentication failures.,account.login; account.login.failed; credential.update,No (platform-managed)
HCX-SVC-002,Account,hcx,VMware HCX,svc-hcx-vcenter-<hostname>,N/A,InterComponent,2,Inter-component service account created during HCX deployment for HCX Manager to vCenter Server communication.,Managed natively inside HCX configuration engine on automated internal loops.,HCX Manager maintains credential state in internal configuration.,HCX Manager admin,Fully automated internal rotation loop.,Internal HCX Manager to vCenter API (HTTPS port 443).,Username and password.,"vCenter inventory lookup, VM migration management, network extension registration.",vCenter inventory objects required for HCX migration.,Tier 2 inter-component. Not externally accessible.,/opt/vmware/hcx/logs/app/app.log,vpxuser login; vpxuser API session,/opt/vmware/hcx/logs/admin/audit.log,Monitor for unexpected vCenter inventory queries or auth failures.,"Not yet in VCF 9.1 audit standardization scope, monitor via component-native logs",No (platform-managed)
HCX-SVC-003,Account,hcx,VMware HCX,svc-hcx-nsx-<hostname>,N/A,InterComponent,2,Inter-component service account created for HCX Manager to NSX Manager integration.,Enforces NSX password complexity guidelines; updates executed via internal HCX platform tasks.,HCX Manager tracks rotation schedule.,"HCX Manager admin, NSX Manager admin",Fully automated internal platform tasks.,Internal HCX Manager to NSX Manager REST API (HTTPS port 443).,Username and password.,"NSX overlay segment creation for HCX Network Extension, security group configuration.",NSX overlay networks and security policy objects.,Tier 2 inter-component. Not externally accessible.,/opt/vmware/hcx/logs/app/app.log,"session.create, session.destroy",/opt/vmware/hcx/logs/admin/audit.log,Monitor for unexpected NSX network extension or segment changes.,"Not yet in VCF 9.1 audit standardization scope, monitor via component-native logs",No (platform-managed)
VCFOPS-SVC-002,Account,vcf-ops,VCF Operations Console,svc-ops-nsx-<uid>,N/A,InterComponent,2,Inter-component machine token used by VCF Operations to connect to NSX Manager for network topology and metrics collection.,System-defined machine token regulated natively via standard 90-day rotation intervals.,VCF Operations engine manages token lifecycle.,VCF Operations admin,Fully automated system token rotation every 90 days.,Internal VCF Operations to NSX Manager REST API (HTTPS port 443).,Machine token / Bearer token.,"NSX inventory metrics collection, network topology discovery, health monitoring.",NSX Manager monitoring metrics.,Tier 2 inter-component. Not externally accessible.,/storage/log/vcops/log/analytics.audit.log,AUTHENTICATION_LOGIN,/storage/log/vcops/log/analytics.audit.log,Monitor for metrics collection token authentication failures.,authentication.login; authentication.logout; vcf_password_management.update_password,No (platform-managed)
VCFOPSNI-SVC-001,Account,vcf-ops-networks,VCF Operations for Networks,svc-ni-vc-<hostname>,N/A,InterComponent,2,Inter-component service account created during Cloud Connector setup for VCF Operations for Networks to vCenter Server integration.,Generated securely during Cloud Connector setup; follows standard 90-day rotation profiles.,VCF Operations for Networks manages rotation schedule.,"Networks admin, vCenter admin",Fully automated standard rotation profiles.,Internal Networks Collector to vCenter API (HTTPS port 443).,Username and password.,"vCenter network topology, VM traffic flow analysis, inventory discovery.",vCenter network inventory read access.,Tier 2 inter-component. Read-only network analytics access.,/var/log/arkkin/audit.log,"web-application.login, web-application.logout",/var/log/arkkin/audit.log,Monitor for unexpected network inventory queries or auth failures.,web-application.login; web-application.logout; service-accounts.configure,No (platform-managed)
LOG-SVC-001,Account,vcf-log-management,VCF Log Management,svc-li-vc-<hostname>,N/A,InterComponent,2,Inter-component service account created during vCenter integration for VCF Log Management (Log Insight) log collection.,Produced via internal configuration parameters; standard scheduled updates apply.,VCF Log Management manages integration credentials.,Log Management admin,Fully automated scheduled updates.,Internal Log Management to vCenter API (HTTPS port 443).,Username and password.,"vCenter event log collection, syslog target configuration, inventory discovery.",vCenter event logging streams.,Tier 2 inter-component. Read-only log collection scope.,/var/log/vmware/loginsight/audit.log,"user_login, user_logout",/var/log/vmware/loginsight/audit.log,Monitor for log collection connection drops or auth failures.,authentication.login; authentication.logout,No (platform-managed)
VCF-AUTO-SVC-001,Account,vcf-automation,VCF Automation,svc-vcfa_<vc_uid>,N/A,InterComponent,2,Inter-component service account created during vCenter integration for VCF Automation platform communication.,Programmatic interface identity object enforced natively over regular platform update scopes.,VCF Automation engine manages credential lifecycle.,VCF Automation admin,Fully automated native platform update scopes.,Internal VCF Automation to vCenter REST API (HTTPS port 443).,Username and password.,"vCenter inventory synchronization, cloud template provisioning, workload orchestration.",vCenter inventory objects managed by VCF Automation.,Tier 2 inter-component. Programmatic interface identity.,/var/log/vcf/automation/audit.log,"authentication.login, authentication.logout",/var/log/vcf/automation/audit.log,Monitor for provisioning authentication failures or unexpected template deployment requests.,authentication.login; authentication.logout,No (platform-managed)
