SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
esx-9.log-audit-forwarding,"MON-02
MON-03",VCFE-9X-000111,"10.2.1
10.3.3",ESX,9.0.0,Base,The ESX host must transmit audit records to a remote host.,ESX will transmit audit records to the configured log collector.,None.,P0,Syslog.global.auditRecord.remoteEnable,FALSE,TRUE,NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.remoteEnable,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.remoteEnable | Set-AdvancedSetting -Value TRUE
esx-9.log-audit-local,"MON-03
MON-01",VCFE-9X-000198,10.2.1,ESX,9.0.0,Base,The ESX host must enable audit record logging.,ESX will store audit records locally.,Additional storage space consumed by logs.,P0,Syslog.global.auditRecord.storageEnable,FALSE,TRUE,NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageEnable,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageEnable | Set-AdvancedSetting -Value TRUE
esx-9.log-audit-local-capacity,MON-04,VCFE-9X-000110,10.5.1,ESX,9.0.0,Base,The ESX host must store audit records for a time period consistent with your records retention policy.,"If a remote audit record storage facility is available, it is essential to ensure that the local storage capacity is sufficient to hold audit records that may accumulate during anticipated interruptions in the delivery of records to the facility. This ensures that audit records are not lost or overwritten during periods when the remote storage is unavailable, allowing for seamless continuity of the audit trail and compliance requirements.",Additional storage space consumed by logs.,P1,Syslog.global.auditRecord.storageCapacity,4,100,NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageCapacity,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageCapacity | Set-AdvancedSetting -Value 100
esx-9.log-audit-persistent,"MON-04
MON-08",VCFE-9X-000202,10.5.1,ESX,9.0.0,Base,Configure a persistent log location for all locally stored audit records on the ESX host.,"ESX can be configured to store audit records on an in-memory file system.  This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done only a single day's worth of records are stored at any time. In addition audit records will be reinitialized upon each reboot.  This presents a security risk as user activity logged on the host is only stored temporarily and will not persistent across reboots.  This can also complicate auditing and make it harder to monitor events and diagnose issues.  ESX host audit record logging should always be configured to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",Additional storage space consumed by logs.,P0,"ScratchConfig.CurrentScratchLocation
Syslog.global.auditRecord.storageDirectory","Depends on boot device
[] /scratch/auditLog",Persistent Storage Location,NO,Modify,"ESX Advanced
System Settings","$ESXcli = Get-EsxCli -VMHost $ESX -V2
$ESXcli.system.syslog.config.get.Invoke() | Select LocalLogOutput,LocalLogOutputIsPersistent

If your LocalLogOutput is set to a directory in /scratch, and LocalLogOutputIsPersistent is true, that means your boot device is of a type and size that makes /scratch persistent. Verify that your audit storage is also on /scratch, and that /scratch points to a VMFS datastore:

Get-VMHost -Name $ESX | Get-AdvancedSetting ScratchConfig.CurrentScratchLocation
Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageDirectory","Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageDirectory | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>/audit"""
esx-9.log-filter,MON-03,VCFE-9X-000235,10.2.1,ESX,9.0.0,Base,The ESX host must not enable log filtering.,"You can create log filters to reduce the number of repetitive entries, and to deny specific log events entirely.",None.,P2,N/A,false,false,YES,Audit,"ESX Advanced
System Settings","$ESXcli = Get-EsxCli -VMHost $ESX -V2
$ESXcli.system.syslog.config.logfilter.get.invoke() | Select -ExpandProperty LogFilteringEnabled ","$ESXcli = Get-EsxCli -VMHost $ESX -V2
$arguments = $esxcli.system.syslog.config.logfilter.set.CreateArgs()
$arguments.logfilteringenabled = $false
$ESXcli.system.syslog.config.logfilter.set.invoke($arguments)"
esx-9.log-forwarding,MON-02,VCFA-9X-000141,10.3.3,ESX,9.0.0,Base,Component must forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",None.,P0,Syslog.global.logHost,Undefined,Site-Specific Log Server,NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logHost,"Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logHost | Set-AdvancedSetting -Value ""<log collector>"""
esx-9.log-forwarding-tls-ciphers,CRY-02,N/A,2.2.7,ESX,9.0.0,Base,The ESX host must verify certificates for TLS remote logging endpoints.,TLS certificates help ensure that the endpoint is authentic and trustworthy.,"Changes to cipher suites impact connectivity with other components and external systems, and may require a restart of the component to implement.",P2,Syslog.global.certificate.checkSSLCerts,TRUE,TRUE,YES,Audit,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.checkSSLCerts,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.checkSSLCerts | Set-AdvancedSetting -Value TRUE
esx-9.log-forwarding-tls-x509,"CRY-02
IAC-10.2",VCFE-9X-000230,2.2.7,ESX,9.0.0,Base,The ESX host must use strict x509 verification for TLS-enabled remote logging endpoints.,"This ""x509-strict"" option performs additional validity checks on CA root certificates during verification.",None.,P0,Syslog.global.certificate.strictX509Compliance,FALSE,TRUE,NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.strictX509Compliance,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.strictX509Compliance | Set-AdvancedSetting -Value TRUE
esx-9.login-message,SEA-18,VCFE-9X-000006,2.2.6,ESX,9.0.0,Base,Configure the ESX host login banner for the DCUI and Host Client.,"While not a direct security control, a login message or banner is  used to inform authorized users of their responsibilities and conditions for system use, as well as to enable disciplinary action and/or prosecution of unauthorized behavior.","Masks the ""F2/F12"" and IP address information on the DCUI, which can be a benefit, but may also require documentation and/or training.",P1,Annotations.WelcomeMessage,Undefined,"Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Annotations.WelcomeMessage,"Get-VMHost -Name $ESX | Get-AdvancedSetting Annotations.WelcomeMessage | Set-AdvancedSetting -Value ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time."""
esx-9.log-level,MON-03,VCFE-9X-000015,10.2.1,ESX,9.0.0,Base,The ESX host must produce audit records containing information to establish what type of events occurred.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,Additional storage space consumed by logs.,P2,Config.HostAgent.log.level,info,info,YES,Audit,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Config.HostAgent.log.level,Get-VMHost -Name $ESX | Get-AdvancedSetting Config.HostAgent.log.level | Set-AdvancedSetting -Value info
esx-9.log-level-global,MON-03,N/A,10.2.1,ESX,9.0.0,Base,The ESX host must log sufficient information for events.,"It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes. The recommendation for this parameter in the Security Configuration Guide has traditionally been ""info"" but with the introduction of the audit logging subsystems there is no longer a need for the extra log traffic. As such, the recommendation has changed to use the product default of ""error"" unless debugging or troubleshooting.","Additional storage space consumed by logs, as well as sent to remote collectors.",P2,Syslog.global.logLevel,error,error,YES,Audit,"ESX Advanced
System Settings",Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logLevel,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logLevel | Set-AdvancedSetting -Value info
esx-9.log-persistent,"MON-04
MON-08",VCFE-9X-000202,10.5.1,ESX,9.0.0,Base,Configure a persistent log location for all locally stored logs on the ESX host.,"ESX can be configured to store log files on an in-memory file system. This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done, only a single day's worth of logs is stored at any time. Additionally, log files will be reinitialized upon each reboot. This presents a security risk as user activity logged on the host is only stored temporarily and will not persist across reboots. It can also complicate auditing and make it harder to monitor events and diagnose issues. Therefore, it is recommended to configure ESX host logging to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore unless Syslog.global.vsanBacking is set, which has caveats & dependencies. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",None.,P0,"LocalLogOutputIsPersistent
ScratchConfig.CurrentScratchLocation
Syslog.global.logDir","Depends on boot device
[] /scratch/log",Persistent Storage Location,NO,Modify,"ESX Advanced
System Settings","$ESXcli = Get-EsxCli -VMHost $ESX -V2
$ESXcli.system.syslog.config.get.Invoke() | Select LocalLogOutput,LocalLogOutputIsPersistent

If your LocalLogOutput is set to a directory in /scratch, and LocalLogOutputIsPersistent is true, that means your boot device is of a type and size that makes /scratch persistent. Verify that your log storage is also on /scratch, , and that /scratch points to a VMFS datastore:

Get-VMHost -Name $ESX | Get-AdvancedSetting ScratchConfig.CurrentScratchLocation
Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logDir","Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logDir | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>""
"
